Task_ID,Department,Task_Type,Priority,Deadline_Days,Estimated_Hours,Resource_Available,Optimization_Score
1332,Finance,Hiring,4,15,14,1,17.666666666666664
2008,Tech,Development,4,16,20,1,17.625
2480,Marketing,Development,4,16,13,1,17.625
1468,Finance,Development,4,16,6,1,17.625
373,Finance,Hiring,4,16,1,1,17.625
952,HR,Campaign,4,16,2,1,17.625
2417,Finance,Hiring,4,16,13,1,17.625
820,Marketing,Payment,4,16,5,1,17.625
1682,Finance,Development,4,17,20,1,17.588235294117645
2556,Finance,Development,4,17,20,1,17.588235294117645
2436,HR,Payment,4,17,7,1,17.588235294117645
1916,Finance,Support,4,17,16,1,17.588235294117645
567,Finance,Development,4,17,16,1,17.588235294117645
313,HR,Payment,4,17,5,1,17.588235294117645
1388,HR,Campaign,4,17,16,1,17.588235294117645
382,Finance,Campaign,4,17,2,1,17.588235294117645
1926,Marketing,Campaign,4,17,4,1,17.588235294117645
241,Finance,Hiring,4,17,16,1,17.588235294117645
10,Finance,Hiring,4,18,17,1,17.555555555555557
842,HR,Support,4,18,4,1,17.555555555555557
2902,Finance,Campaign,4,18,1,1,17.555555555555557
1040,Tech,Hiring,4,18,13,1,17.555555555555557
689,Tech,Development,4,18,17,1,17.555555555555557
2869,HR,Hiring,4,18,16,1,17.555555555555557
1419,Marketing,Development,4,18,8,1,17.555555555555557
2177,HR,Hiring,4,18,15,1,17.555555555555557
2456,Marketing,Hiring,4,18,5,1,17.555555555555557
926,Tech,Campaign,4,19,2,1,17.526315789473685
1273,Tech,Payment,4,19,6,1,17.526315789473685
2671,Tech,Hiring,4,19,14,1,17.526315789473685
2639,Finance,Support,4,19,11,1,17.526315789473685
2410,HR,Hiring,4,19,15,1,17.526315789473685
850,Finance,Support,5,4,15,0,17.5
840,Marketing,Development,4,20,3,1,17.5
2665,Finance,Hiring,4,20,12,1,17.5
503,Marketing,Support,4,20,19,1,17.5
413,Finance,Campaign,5,4,18,0,17.5
2523,HR,Payment,5,4,3,0,17.5
721,Finance,Development,4,20,4,1,17.5
1493,Tech,Payment,5,4,15,0,17.5
271,Finance,Development,4,20,18,1,17.5
528,Finance,Hiring,4,20,5,1,17.5
538,Tech,Hiring,4,20,11,1,17.5
394,HR,Development,4,20,19,1,17.5
653,Tech,Support,5,4,8,0,17.5
2025,Marketing,Support,5,4,1,0,17.5
607,Tech,Hiring,5,4,4,0,17.5
2372,HR,Campaign,5,4,9,0,17.5
1925,Finance,Support,5,4,4,0,17.5
597,Marketing,Development,4,20,12,1,17.5
1642,Marketing,Development,4,20,11,1,17.5
1202,Finance,Hiring,4,20,11,1,17.5
1028,Tech,Development,4,21,13,1,17.476190476190474
2889,Marketing,Hiring,4,21,7,1,17.476190476190474
61,Tech,Support,4,21,20,1,17.476190476190474
1667,HR,Hiring,4,21,15,1,17.476190476190474
2430,Tech,Hiring,4,21,9,1,17.476190476190474
2906,Tech,Campaign,4,21,3,1,17.476190476190474
2342,Tech,Hiring,4,21,14,1,17.476190476190474
2487,Finance,Development,4,21,18,1,17.476190476190474
2086,Marketing,Payment,4,21,13,1,17.476190476190474
518,Finance,Hiring,4,22,14,1,17.454545454545453
1986,Finance,Support,4,22,6,1,17.454545454545453
50,Finance,Support,4,22,12,1,17.454545454545453
290,HR,Support,4,22,4,1,17.454545454545453
2759,Finance,Payment,4,22,2,1,17.454545454545453
1845,Finance,Campaign,4,22,13,1,17.454545454545453
1110,Tech,Payment,4,22,8,1,17.454545454545453
261,Marketing,Payment,4,22,12,1,17.454545454545453
789,HR,Hiring,4,22,7,1,17.454545454545453
2376,HR,Campaign,4,23,4,1,17.434782608695652
2399,Tech,Hiring,4,23,16,1,17.434782608695652
2553,Marketing,Support,4,23,15,1,17.434782608695652
2796,HR,Development,4,23,8,1,17.434782608695652
1980,Finance,Development,4,23,16,1,17.434782608695652
596,HR,Hiring,4,23,17,1,17.434782608695652
2847,Finance,Support,4,24,16,1,17.416666666666664
2514,HR,Campaign,4,24,12,1,17.416666666666664
739,Marketing,Payment,4,24,10,1,17.416666666666664
2526,HR,Support,4,24,15,1,17.416666666666664
549,Finance,Development,4,24,7,1,17.416666666666664
2052,Tech,Payment,4,24,10,1,17.416666666666664
2733,HR,Development,4,24,16,1,17.416666666666664
105,Finance,Payment,4,24,12,1,17.416666666666664
1829,Finance,Campaign,4,24,14,1,17.416666666666664
1660,HR,Support,4,24,20,1,17.416666666666664
1619,Finance,Hiring,4,24,12,1,17.416666666666664
2262,HR,Hiring,4,24,7,1,17.416666666666664
727,Tech,Campaign,4,24,20,1,17.416666666666664
119,HR,Campaign,4,24,5,1,17.416666666666664
847,Finance,Support,4,24,9,1,17.416666666666664
2959,Tech,Payment,4,24,1,1,17.416666666666664
262,Finance,Hiring,4,25,14,1,17.4
1090,Finance,Campaign,4,25,19,1,17.4
248,Marketing,Hiring,4,25,16,1,17.4
397,HR,Development,4,25,10,1,17.4
1304,Finance,Development,4,25,10,1,17.4
467,HR,Development,4,25,9,1,17.4
556,HR,Support,4,25,9,1,17.4
1741,HR,Support,4,25,1,1,17.4
1120,Finance,Support,4,26,9,1,17.384615384615387
773,Marketing,Support,4,26,11,1,17.384615384615387
1855,HR,Development,4,26,10,1,17.384615384615387
1672,Marketing,Support,4,26,14,1,17.384615384615387
2158,Tech,Payment,4,26,18,1,17.384615384615387
270,Tech,Hiring,4,26,2,1,17.384615384615387
333,HR,Hiring,4,27,17,1,17.37037037037037
1350,Marketing,Development,4,27,15,1,17.37037037037037
351,HR,Campaign,4,27,15,1,17.37037037037037
2563,HR,Development,4,27,20,1,17.37037037037037
123,Finance,Support,4,27,10,1,17.37037037037037
287,Marketing,Support,4,27,11,1,17.37037037037037
2659,Tech,Campaign,4,27,1,1,17.37037037037037
2159,Finance,Support,4,27,3,1,17.37037037037037
587,Finance,Development,4,28,3,1,17.357142857142858
901,Marketing,Development,4,28,11,1,17.357142857142858
1877,Marketing,Development,4,28,13,1,17.357142857142858
1674,Marketing,Support,4,28,15,1,17.357142857142858
1505,Tech,Campaign,4,28,17,1,17.357142857142858
279,Marketing,Campaign,4,28,19,1,17.357142857142858
950,Marketing,Support,4,28,15,1,17.357142857142858
1783,HR,Campaign,4,28,5,1,17.357142857142858
1229,Finance,Development,4,28,8,1,17.357142857142858
2281,Finance,Payment,4,28,3,1,17.357142857142858
2022,Tech,Campaign,4,28,3,1,17.357142857142858
1485,Tech,Support,4,28,3,1,17.357142857142858
2997,Tech,Payment,4,28,4,1,17.357142857142858
464,Marketing,Hiring,4,29,1,1,17.344827586206897
956,Tech,Hiring,4,29,10,1,17.344827586206897
1781,Finance,Development,4,29,11,1,17.344827586206897
216,Marketing,Payment,4,29,15,1,17.344827586206897
2699,HR,Development,4,29,20,1,17.344827586206897
1688,Marketing,Support,4,29,17,1,17.344827586206897
149,Marketing,Hiring,4,29,2,1,17.344827586206897
401,HR,Hiring,4,29,3,1,17.344827586206897
1208,Finance,Hiring,4,29,14,1,17.344827586206897
2462,Finance,Payment,3,3,11,1,17.333333333333336
88,Marketing,Development,4,30,4,1,17.333333333333336
1303,Tech,Campaign,4,30,18,1,17.333333333333336
1881,Finance,Campaign,4,30,2,1,17.333333333333336
342,HR,Development,4,30,18,1,17.333333333333336
1710,Finance,Campaign,3,3,16,1,17.333333333333336
1621,Marketing,Support,4,30,10,1,17.333333333333336
197,Finance,Payment,4,30,5,1,17.333333333333336
877,Finance,Support,3,3,19,1,17.333333333333336
189,Tech,Hiring,3,3,12,1,17.333333333333336
190,Finance,Support,4,30,7,1,17.333333333333336
2373,HR,Development,4,30,4,1,17.333333333333336
353,Marketing,Campaign,4,30,19,1,17.333333333333336
1362,Finance,Development,3,3,1,1,17.333333333333336
2836,Tech,Payment,3,3,15,1,17.333333333333336
1921,Tech,Hiring,3,3,10,1,17.333333333333336
637,Marketing,Campaign,3,3,9,1,17.333333333333336
1433,Finance,Hiring,4,30,2,1,17.333333333333336
504,HR,Support,3,3,16,1,17.333333333333336
578,Finance,Development,3,3,1,1,17.333333333333336
583,HR,Support,3,3,18,1,17.333333333333336
1588,Marketing,Development,4,30,13,1,17.333333333333336
2802,Finance,Payment,3,3,18,1,17.333333333333336
1344,Marketing,Payment,3,3,17,1,17.333333333333336
2246,Finance,Campaign,3,3,12,1,17.333333333333336
1643,Marketing,Payment,4,2,19,0,17.0
2409,Tech,Campaign,4,2,2,0,17.0
823,Finance,Payment,5,5,9,0,17.0
930,Marketing,Payment,5,5,16,0,17.0
2287,Tech,Campaign,4,2,16,0,17.0
1231,Tech,Hiring,4,2,1,0,17.0
193,Marketing,Hiring,5,5,18,0,17.0
858,Tech,Campaign,4,2,11,0,17.0
299,Marketing,Payment,5,5,5,0,17.0
704,HR,Development,5,5,1,0,17.0
1255,Marketing,Development,4,2,13,0,17.0
264,Marketing,Hiring,5,5,11,0,17.0
1444,Tech,Development,5,5,2,0,17.0
1943,Finance,Support,4,2,16,0,17.0
1644,Finance,Payment,5,6,11,0,16.666666666666668
1746,Finance,Development,5,6,17,0,16.666666666666668
1718,Tech,Payment,5,6,4,0,16.666666666666668
527,Tech,Hiring,5,6,6,0,16.666666666666668
109,Finance,Campaign,5,6,19,0,16.666666666666668
633,Marketing,Payment,5,6,20,0,16.666666666666668
2903,Marketing,Development,3,4,18,1,16.5
798,Tech,Hiring,3,4,16,1,16.5
2174,Finance,Hiring,3,4,14,1,16.5
2619,Tech,Development,3,4,18,1,16.5
90,Finance,Payment,3,4,7,1,16.5
542,Finance,Support,3,4,16,1,16.5
729,Marketing,Campaign,3,4,4,1,16.5
2968,Marketing,Hiring,3,4,9,1,16.5
2898,Tech,Campaign,3,4,13,1,16.5
642,Finance,Payment,3,4,15,1,16.5
2931,Finance,Payment,5,7,10,0,16.428571428571427
1734,HR,Payment,5,7,6,0,16.428571428571427
2579,HR,Support,5,7,11,0,16.428571428571427
1568,HR,Development,5,7,11,0,16.428571428571427
2618,Tech,Campaign,5,7,4,0,16.428571428571427
126,HR,Hiring,5,7,8,0,16.428571428571427
2298,Tech,Hiring,5,7,10,0,16.428571428571427
427,Marketing,Payment,5,7,3,0,16.428571428571427
824,Tech,Campaign,5,7,16,0,16.428571428571427
2115,Marketing,Development,5,7,19,0,16.428571428571427
914,Finance,Campaign,5,8,2,0,16.25
2134,Marketing,Hiring,5,8,3,0,16.25
364,Finance,Support,5,8,18,0,16.25
2769,Marketing,Hiring,5,8,17,0,16.25
629,Tech,Support,5,8,19,0,16.25
2382,Marketing,Development,5,8,4,0,16.25
592,HR,Campaign,5,8,13,0,16.25
2941,Marketing,Development,5,8,13,0,16.25
1165,Marketing,Development,5,8,2,0,16.25
41,Tech,Support,5,8,1,0,16.25
1119,Marketing,Campaign,5,8,5,0,16.25
1112,Marketing,Development,5,8,12,0,16.25
293,Marketing,Support,5,8,19,0,16.25
2199,Finance,Development,5,9,19,0,16.11111111111111
873,Finance,Development,5,9,9,0,16.11111111111111
1546,HR,Campaign,5,9,17,0,16.11111111111111
1713,Marketing,Support,5,9,5,0,16.11111111111111
1994,Marketing,Development,5,9,5,0,16.11111111111111
1371,Tech,Payment,5,9,6,0,16.11111111111111
1408,Marketing,Development,5,9,12,0,16.11111111111111
1459,Finance,Campaign,2,1,5,0,16.0
1439,HR,Support,2,1,17,0,16.0
1806,Tech,Development,3,5,10,1,16.0
1391,Finance,Hiring,2,1,20,0,16.0
1423,Tech,Payment,3,5,6,1,16.0
393,HR,Support,3,5,16,1,16.0
602,HR,Hiring,5,10,7,0,16.0
1895,Marketing,Development,2,1,5,0,16.0
1932,HR,Development,2,1,5,0,16.0
962,Marketing,Development,2,1,13,0,16.0
2829,Tech,Campaign,2,1,8,0,16.0
1369,Marketing,Support,3,5,13,1,16.0
494,Finance,Campaign,5,10,10,0,16.0
2611,HR,Payment,3,5,17,1,16.0
894,Marketing,Support,2,2,15,1,16.0
521,HR,Hiring,2,2,16,1,16.0
1525,Marketing,Hiring,3,5,3,1,16.0
746,Finance,Payment,2,1,7,0,16.0
1521,Finance,Support,2,1,5,0,16.0
1524,Marketing,Development,5,10,6,0,16.0
870,Finance,Development,2,1,9,0,16.0
726,Marketing,Payment,2,1,1,0,16.0
2002,HR,Development,3,5,11,1,16.0
2805,Marketing,Hiring,5,10,18,0,16.0
1318,HR,Support,2,2,1,1,16.0
899,Tech,Campaign,2,1,14,0,16.0
1690,HR,Hiring,5,10,11,0,16.0
758,Tech,Support,5,10,19,0,16.0
69,HR,Payment,2,1,19,0,16.0
766,Tech,Campaign,5,10,9,0,16.0
1013,Finance,Campaign,5,10,12,0,16.0
2250,Marketing,Development,2,2,14,1,16.0
2259,HR,Support,2,1,6,0,16.0
2155,HR,Campaign,2,1,10,0,16.0
2644,Marketing,Hiring,2,1,7,0,16.0
1141,Finance,Campaign,2,2,6,1,16.0
1569,Tech,Support,5,10,17,0,16.0
1014,Tech,Campaign,2,2,5,1,16.0
2595,Marketing,Payment,3,5,7,1,16.0
2559,HR,Payment,2,2,11,1,16.0
205,HR,Payment,5,10,13,0,16.0
202,HR,Development,2,1,12,0,16.0
2279,Marketing,Payment,3,5,12,1,16.0
2348,Finance,Payment,2,1,9,0,16.0
1583,Marketing,Development,2,1,9,0,16.0
2945,HR,Support,2,2,1,1,16.0
1540,Marketing,Support,5,10,13,0,16.0
2569,HR,Support,2,1,10,0,16.0
1045,Finance,Support,5,11,2,0,15.909090909090908
731,Tech,Support,5,11,7,0,15.909090909090908
2402,HR,Campaign,5,11,20,0,15.909090909090908
2714,HR,Campaign,5,11,2,0,15.909090909090908
1763,Tech,Campaign,5,11,2,0,15.909090909090908
379,Finance,Hiring,5,11,14,0,15.909090909090908
2347,Tech,Hiring,5,11,12,0,15.909090909090908
1991,HR,Payment,5,11,1,0,15.909090909090908
2045,HR,Campaign,5,11,1,0,15.909090909090908
588,Tech,Hiring,5,12,7,0,15.833333333333334
1401,Tech,Support,5,12,12,0,15.833333333333334
104,HR,Development,5,12,4,0,15.833333333333334
1949,HR,Payment,5,12,13,0,15.833333333333334
1415,Finance,Hiring,5,12,16,0,15.833333333333334
2024,Marketing,Hiring,5,12,16,0,15.833333333333334
1262,Tech,Development,5,12,11,0,15.833333333333334
2218,Marketing,Development,5,12,3,0,15.833333333333334
1136,Tech,Support,5,12,4,0,15.833333333333334
2048,Tech,Hiring,5,13,18,0,15.76923076923077
1218,Finance,Payment,5,13,6,0,15.76923076923077
148,Tech,Support,5,13,13,0,15.76923076923077
2056,Tech,Development,5,13,18,0,15.76923076923077
499,Marketing,Payment,5,13,1,0,15.76923076923077
169,Tech,Campaign,5,13,20,0,15.76923076923077
2612,HR,Hiring,5,13,17,0,15.76923076923077
2566,HR,Support,5,13,18,0,15.76923076923077
2999,Finance,Payment,5,13,6,0,15.76923076923077
58,Marketing,Support,5,13,15,0,15.76923076923077
989,Finance,Hiring,5,13,12,0,15.76923076923077
2851,HR,Support,5,13,17,0,15.76923076923077
1537,Marketing,Support,5,14,20,0,15.714285714285714
2485,Tech,Hiring,5,14,12,0,15.714285714285714
1265,Finance,Development,5,14,6,0,15.714285714285714
1296,Finance,Payment,5,14,7,0,15.714285714285714
1793,Tech,Campaign,5,14,11,0,15.714285714285714
2394,Tech,Campaign,5,14,4,0,15.714285714285714
2481,Marketing,Payment,5,15,20,0,15.666666666666666
839,HR,Development,5,15,19,0,15.666666666666666
463,Finance,Payment,3,6,13,1,15.666666666666666
354,HR,Campaign,5,15,10,0,15.666666666666666
669,Marketing,Development,3,6,14,1,15.666666666666666
1747,HR,Support,3,6,7,1,15.666666666666666
1117,Tech,Payment,3,6,20,1,15.666666666666666
965,Tech,Support,5,15,11,0,15.666666666666666
1955,Tech,Campaign,5,15,16,0,15.666666666666666
266,Finance,Payment,5,16,7,0,15.625
818,Tech,Support,5,16,10,0,15.625
925,Marketing,Hiring,5,16,14,0,15.625
917,Finance,Support,5,16,7,0,15.625
2766,HR,Development,5,16,14,0,15.625
1254,Finance,Development,5,16,17,0,15.625
1241,Marketing,Development,5,16,8,0,15.625
1779,HR,Payment,5,16,16,0,15.625
1584,HR,Hiring,5,16,17,0,15.625
2496,HR,Payment,5,16,4,0,15.625
2545,Finance,Campaign,5,16,20,0,15.625
2428,Marketing,Development,5,16,1,0,15.625
1454,Tech,Payment,5,16,1,0,15.625
2703,HR,Development,5,16,3,0,15.625
591,Marketing,Hiring,5,17,18,0,15.588235294117647
1522,Marketing,Payment,5,17,10,0,15.588235294117647
754,Finance,Payment,5,17,20,0,15.588235294117647
2584,Finance,Hiring,5,17,7,0,15.588235294117647
1774,HR,Development,5,17,6,0,15.588235294117647
829,Tech,Campaign,5,17,3,0,15.588235294117647
2630,Tech,Hiring,5,17,4,0,15.588235294117647
1697,Marketing,Campaign,5,17,5,0,15.588235294117647
2383,Finance,Support,5,17,18,0,15.588235294117647
2050,Marketing,Campaign,5,17,5,0,15.588235294117647
517,HR,Development,5,17,9,0,15.588235294117647
2015,Finance,Hiring,5,17,12,0,15.588235294117647
2131,Marketing,Payment,5,17,13,0,15.588235294117647
480,HR,Campaign,5,17,10,0,15.588235294117647
2280,Tech,Development,5,17,11,0,15.588235294117647
2335,Marketing,Support,5,18,17,0,15.555555555555555
2859,Marketing,Development,5,18,4,0,15.555555555555555
2983,Marketing,Payment,5,18,13,0,15.555555555555555
2070,Tech,Payment,5,18,11,0,15.555555555555555
300,HR,Hiring,5,18,5,0,15.555555555555555
2561,Finance,Hiring,5,18,5,0,15.555555555555555
806,HR,Development,5,18,12,0,15.555555555555555
1927,Marketing,Campaign,5,18,17,0,15.555555555555555
2069,Finance,Development,5,18,1,0,15.555555555555555
1589,Tech,Development,5,18,5,0,15.555555555555555
1222,Finance,Hiring,5,19,4,0,15.526315789473685
369,Tech,Development,5,19,16,0,15.526315789473685
1174,Tech,Support,5,19,17,0,15.526315789473685
2666,Marketing,Payment,5,19,1,0,15.526315789473685
2589,Finance,Campaign,5,19,2,0,15.526315789473685
1162,Marketing,Payment,5,19,13,0,15.526315789473685
1049,Marketing,Support,5,20,4,0,15.5
15,HR,Support,5,20,3,0,15.5
1984,Tech,Development,5,20,5,0,15.5
1997,Finance,Campaign,5,21,13,0,15.476190476190476
1489,Marketing,Development,5,21,12,0,15.476190476190476
1380,Finance,Support,5,21,4,0,15.476190476190476
449,Tech,Support,5,21,9,0,15.476190476190476
2122,HR,Campaign,5,21,1,0,15.476190476190476
2306,Marketing,Support,5,21,4,0,15.476190476190476
1560,Tech,Support,5,21,11,0,15.476190476190476
1536,Finance,Campaign,5,21,10,0,15.476190476190476
278,Finance,Hiring,5,21,4,0,15.476190476190476
363,Marketing,Payment,5,21,5,0,15.476190476190476
2554,HR,Payment,5,22,19,0,15.454545454545455
2668,HR,Campaign,5,22,14,0,15.454545454545455
320,Finance,Payment,5,22,16,0,15.454545454545455
1767,Finance,Development,5,22,17,0,15.454545454545455
1840,Marketing,Campaign,5,22,20,0,15.454545454545455
1153,HR,Development,5,22,6,0,15.454545454545455
1118,Marketing,Development,5,22,14,0,15.454545454545455
361,HR,Payment,5,22,17,0,15.454545454545455
531,Marketing,Support,5,22,10,0,15.454545454545455
2180,HR,Support,5,22,7,0,15.454545454545455
2062,Finance,Hiring,5,22,12,0,15.454545454545455
2346,HR,Hiring,5,22,5,0,15.454545454545455
923,Marketing,Hiring,5,22,12,0,15.454545454545455
292,Tech,Hiring,5,22,4,0,15.454545454545455
740,HR,Development,5,22,6,0,15.454545454545455
1987,Finance,Support,5,22,15,0,15.454545454545455
417,Marketing,Payment,5,23,18,0,15.434782608695652
536,Finance,Campaign,5,23,17,0,15.434782608695652
1011,Marketing,Campaign,5,23,7,0,15.434782608695652
1365,HR,Campaign,5,23,17,0,15.434782608695652
2450,Marketing,Hiring,5,23,6,0,15.434782608695652
968,Finance,Hiring,5,23,17,0,15.434782608695652
438,HR,Payment,3,7,8,1,15.428571428571429
1756,HR,Support,3,7,11,1,15.428571428571429
30,HR,Development,3,7,19,1,15.428571428571429
2664,Tech,Hiring,3,7,17,1,15.428571428571429
757,Finance,Support,3,7,13,1,15.428571428571429
386,HR,Campaign,3,7,7,1,15.428571428571429
1814,Marketing,Campaign,5,24,14,0,15.416666666666666
2267,HR,Development,5,24,13,0,15.416666666666666
2242,Tech,Payment,5,24,11,0,15.416666666666666
2336,HR,Campaign,5,24,11,0,15.416666666666666
2197,Tech,Development,5,24,6,0,15.416666666666666
2328,Tech,Campaign,5,24,8,0,15.416666666666666
577,Marketing,Support,5,24,19,0,15.416666666666666
732,Marketing,Campaign,5,24,1,0,15.416666666666666
260,Tech,Support,5,24,11,0,15.416666666666666
1088,HR,Development,5,24,20,0,15.416666666666666
227,Marketing,Development,5,24,2,0,15.416666666666666
575,Tech,Support,5,25,14,0,15.4
2748,Marketing,Development,5,25,18,0,15.4
2740,Finance,Payment,5,25,20,0,15.4
321,HR,Hiring,5,25,19,0,15.4
1007,HR,Campaign,5,25,3,0,15.4
1691,Finance,Payment,5,25,16,0,15.4
1695,Marketing,Payment,5,25,18,0,15.4
2511,HR,Hiring,5,25,19,0,15.4
182,Tech,Support,5,25,10,0,15.4
1817,Finance,Campaign,5,25,7,0,15.4
1428,Tech,Campaign,5,25,16,0,15.4
2988,Tech,Payment,5,25,20,0,15.4
2760,Tech,Hiring,5,25,1,0,15.4
1981,Marketing,Development,5,25,14,0,15.4
2717,Finance,Development,5,26,15,0,15.384615384615385
741,Tech,Development,5,26,17,0,15.384615384615385
2300,HR,Development,5,26,13,0,15.384615384615385
2173,Marketing,Development,5,26,12,0,15.384615384615385
2295,HR,Hiring,5,26,12,0,15.384615384615385
765,Marketing,Development,5,27,8,0,15.37037037037037
1516,Finance,Payment,5,27,16,0,15.37037037037037
1113,HR,Support,5,27,7,0,15.37037037037037
1876,HR,Development,5,27,6,0,15.37037037037037
574,Finance,Support,5,27,17,0,15.37037037037037
990,HR,Campaign,5,27,3,0,15.37037037037037
1379,Finance,Payment,5,27,19,0,15.37037037037037
2724,Tech,Campaign,5,27,14,0,15.37037037037037
306,Marketing,Hiring,5,27,16,0,15.37037037037037
2963,HR,Support,5,28,6,0,15.357142857142858
1628,Marketing,Support,5,28,16,0,15.357142857142858
1503,Finance,Payment,5,28,16,0,15.357142857142858
896,HR,Campaign,5,28,1,0,15.357142857142858
2837,Finance,Payment,5,28,19,0,15.357142857142858
1220,Tech,Support,5,28,15,0,15.357142857142858
151,Tech,Development,5,28,14,0,15.357142857142858
1918,Finance,Campaign,5,28,17,0,15.357142857142858
1384,HR,Development,5,28,2,0,15.357142857142858
2321,Tech,Campaign,5,28,9,0,15.357142857142858
1953,Tech,Hiring,5,28,9,0,15.357142857142858
2407,Finance,Payment,5,28,1,0,15.357142857142858
1788,HR,Hiring,5,28,11,0,15.357142857142858
1764,Tech,Development,5,28,5,0,15.357142857142858
2171,Tech,Hiring,5,29,1,0,15.344827586206897
2033,Tech,Campaign,5,29,3,0,15.344827586206897
2761,Finance,Development,5,29,14,0,15.344827586206897
57,HR,Support,5,29,18,0,15.344827586206897
443,Marketing,Development,5,29,10,0,15.344827586206897
2282,Tech,Support,5,29,12,0,15.344827586206897
2422,Tech,Development,5,29,19,0,15.344827586206897
1491,Marketing,Campaign,5,29,8,0,15.344827586206897
2550,Tech,Development,5,29,2,0,15.344827586206897
2520,Marketing,Development,5,29,17,0,15.344827586206897
1570,Finance,Campaign,5,29,5,0,15.344827586206897
2610,HR,Hiring,5,29,6,0,15.344827586206897
2620,Tech,Payment,4,3,5,0,15.333333333333334
1145,HR,Support,4,3,10,0,15.333333333333334
1969,Marketing,Support,4,3,6,0,15.333333333333334
1942,HR,Hiring,5,30,5,0,15.333333333333334
2375,Finance,Hiring,4,3,14,0,15.333333333333334
1,Tech,Payment,5,30,3,0,15.333333333333334
1260,Tech,Payment,4,3,16,0,15.333333333333334
1701,Marketing,Development,4,3,5,0,15.333333333333334
263,Marketing,Support,5,30,8,0,15.333333333333334
1431,Marketing,Hiring,5,30,7,0,15.333333333333334
2893,Finance,Support,4,3,6,0,15.333333333333334
2109,Tech,Development,4,3,7,0,15.333333333333334
79,Tech,Hiring,4,3,17,0,15.333333333333334
106,Finance,Campaign,4,3,5,0,15.333333333333334
18,HR,Hiring,4,3,9,0,15.333333333333334
359,Marketing,Hiring,3,8,10,1,15.25
360,Tech,Campaign,3,8,6,1,15.25
2976,Tech,Development,3,8,17,1,15.25
2622,Tech,Development,3,8,14,1,15.25
927,Marketing,Support,3,8,2,1,15.25
2972,Finance,Campaign,3,8,5,1,15.25
1163,Finance,Development,3,8,2,1,15.25
164,HR,Hiring,3,8,10,1,15.25
2303,Tech,Support,3,8,12,1,15.25
2727,HR,Support,3,8,14,1,15.25
2449,HR,Support,3,9,9,1,15.11111111111111
1237,Marketing,Development,3,9,18,1,15.11111111111111
2185,Marketing,Hiring,3,9,10,1,15.11111111111111
53,Tech,Campaign,3,9,17,1,15.11111111111111
2716,Tech,Support,3,9,3,1,15.11111111111111
2546,Marketing,Campaign,3,9,13,1,15.11111111111111
2975,Marketing,Support,3,9,20,1,15.11111111111111
76,Finance,Campaign,3,9,9,1,15.11111111111111
2750,Finance,Hiring,3,9,2,1,15.11111111111111
2096,Tech,Campaign,3,9,18,1,15.11111111111111
1772,Tech,Campaign,3,10,18,1,15.0
779,HR,Hiring,3,10,4,1,15.0
869,Tech,Payment,3,10,15,1,15.0
2047,Finance,Support,3,10,18,1,15.0
603,HR,Hiring,3,10,13,1,15.0
1960,Tech,Campaign,3,10,7,1,15.0
4,Tech,Hiring,3,10,11,1,15.0
1823,HR,Development,3,11,12,1,14.909090909090908
2198,HR,Payment,3,11,13,1,14.909090909090908
1558,Tech,Hiring,3,11,10,1,14.909090909090908
1663,HR,Campaign,3,11,16,1,14.909090909090908
761,HR,Hiring,3,11,6,1,14.909090909090908
751,HR,Hiring,3,11,16,1,14.909090909090908
598,Tech,Payment,3,11,13,1,14.909090909090908
2087,Finance,Campaign,3,11,18,1,14.909090909090908
1080,Marketing,Hiring,3,11,5,1,14.909090909090908
118,Finance,Campaign,3,11,15,1,14.909090909090908
110,Tech,Campaign,3,11,3,1,14.909090909090908
2993,Finance,Hiring,3,11,13,1,14.909090909090908
2880,HR,Payment,3,11,19,1,14.909090909090908
2896,Tech,Campaign,3,12,7,1,14.833333333333334
1664,Tech,Development,3,12,18,1,14.833333333333334
329,HR,Development,3,12,14,1,14.833333333333334
1417,Marketing,Campaign,3,12,18,1,14.833333333333334
410,Finance,Campaign,3,12,7,1,14.833333333333334
1366,Finance,Payment,3,12,19,1,14.833333333333334
254,Marketing,Support,3,12,11,1,14.833333333333334
2571,Finance,Support,3,12,6,1,14.833333333333334
206,Marketing,Support,3,12,1,1,14.833333333333334
2960,Marketing,Hiring,3,12,13,1,14.833333333333334
446,Tech,Development,3,13,20,1,14.76923076923077
2239,HR,Payment,3,13,7,1,14.76923076923077
384,Marketing,Development,3,13,10,1,14.76923076923077
2221,HR,Campaign,3,13,3,1,14.76923076923077
569,Tech,Campaign,3,13,5,1,14.76923076923077
2932,Tech,Payment,3,13,12,1,14.76923076923077
2061,Marketing,Support,3,13,12,1,14.76923076923077
616,Tech,Campaign,3,13,10,1,14.76923076923077
2016,HR,Development,3,13,12,1,14.76923076923077
2574,Marketing,Hiring,3,13,7,1,14.76923076923077
68,Marketing,Campaign,3,13,1,1,14.76923076923077
139,Tech,Support,3,13,18,1,14.76923076923077
179,Marketing,Campaign,3,13,12,1,14.76923076923077
961,Marketing,Hiring,3,13,20,1,14.76923076923077
2003,Finance,Support,3,14,20,1,14.714285714285714
2176,Tech,Campaign,3,14,10,1,14.714285714285714
1775,Tech,Hiring,3,14,8,1,14.714285714285714
728,Tech,Payment,3,14,2,1,14.714285714285714
767,Marketing,Support,3,14,4,1,14.714285714285714
